,inputs,targets,outputs
4021,sanskaari,संस्कारी,संग्रह
4022,sanskari,संस्कारी,संग्रहण
4023,sanskrit,संस्कृत,संकटि
4024,sanskurt,संस्कृत,संक्रम
4025,sanskritiyan,संस्कृतियां,संग्रह
4026,sanskrutiyan,संस्कृतियां,संक्रम
4027,sanskritiyon,संस्कृतियों,संगठना
4028,sanskrutiyon,संस्कृतियों,संस्था
4029,sanasthit,संस्थित,संविधान
4030,sansthit,संस्थित,संग्रह
4031,sanasthita,संस्थिता,संग्रह
4032,sansthita,संस्थिता,संवेद
4033,sakara,सकरा,साधारण
4034,sakra,सकरा,सांकृत
4035,sakshan,सक्शन,साधिकार
4036,suction,सक्शन,सुपर्य
4037,sacchidanand,सच्चिदानंद,सांझ
4038,sachhidanand,सच्चिदानंद,साके
4039,sachidanand,सच्चिदानंद,सांगा
4040,sajja,सज्जा,सांझ
4041,sat,सत,सांप
4042,satpal,सतपाल,साक्षा
4043,satluj,सतलुज,साधिया
4044,sataane,सताने,साम्य
4045,satane,सताने,साहित
4046,sate,सते,साधार्थ
4047,satti,सत्ती,साधार
4048,satvat,सत्वत,साम्य
4049,sadanand,सदानंद,साहियां
4050,sapane,सपने,सामान्य
4051,sapne,सपने,साक्षा
4052,sapney,सपने,साधार
4053,saparivaar,सपरिवार,साक्षिणा
4054,sapariwar,सपरिवार,साधा
4055,sparivar,सपरिवार,स्पेंस
4056,sapaat,सपाट,सामान्य
4057,sapat,सपाट,साहित
4058,sapate,सपाटे,साहिया
4059,sapatey,सपाटे,साक्षिक
4060,saptakranti,सप्तक्रांति,साधना
4061,saptkraanti,सप्तक्रांति,साधित
4062,saptapadi,सप्तपदी,साहिया
4063,saptpadi,सप्तपदी,साहिया
4064,saptari,सप्तरी,सावा
4065,sapramaan,सप्रमाण,साहरी
4066,sapraman,सप्रमाण,सांझे
4067,submit,सबमिट,सुप्रदाता
4068,sabmission,सबमिशन,साधकीय
4069,submission,सबमिशन,सुधारती
4070,sabhaein,सभाएं,सामान
4071,sabhaen,सभाएं,साधारण
4072,sabhayen,सभाएं,साधना
4073,sabhen,सभाएं,साहिक
4074,sabhasadon,सभासदों,साधार्थ
4075,sabhyata,सभ्यता,साक्षण
4076,samjhoonga,समझूंगा,समाजवादी
4077,samjhunga,समझूंगा,समाजा
4078,samjhungaa,समझूंगा,समाजवाद
4079,saman,समन,समाजशास्त्र
4080,samanvayaka,समन्वयक,समाज
4081,samanwayaka,समन्वयक,समाज
4082,samnvyak,समन्वयक,समाजा
4083,samaadhaan,समाधान,समाजार्थ
4084,samadhan,समाधान,समाजारण
4085,samadhiyon,समाधियों,समाजस्थापन
4086,samadjiyon,समाधियों,समाज
4087,samalakha,समालखा,समाजवादी
4088,samalakhaa,समालखा,समाजा
4089,samahaar,समाहार,समाजशास्त्र
4090,samahar,समाहार,समाजक
4091,samitiyan,समितियां,समाजा
4092,sametati,समेटती,समाजवाद
4093,sametti,समेटती,समाज
4094,sarka,सरका,सर्वता
4095,sarkaa,सरका,सर्वतार
4096,sarkarein,सरकारें,सर्वावरण
4097,sarkaren,सरकारें,सर्विप्त
4098,sarkaaron,सरकारों,सर्वास
4099,sarkaron,सरकारों,सर्वाधिकार
4100,sargana,सरगना,सर्वास्थल
4101,sarganaon,सरगनाओं,सर्वस्थल
4102,sargi,सरगी,सर्वाधिकार
4103,sarguja,सरगुजा,सर्वसम्मान
4104,sarjuga,सरगुजा,सर्वेश्वर
4105,sarsa,सरसा,सर्वसमुद्र
4106,sarsaa,सरसा,सर्वास
4107,sarahind,सरहिंद,सर्वावरण
4108,sarhind,सरहिंद,सर्वश्रम
4109,sirhind,सरहिंद,सिल्ड
4110,saraaha,सराहा,सर्वाभिमान
4111,saraha,सराहा,सर्वसमान
4112,saraahi,सराही,सर्वसमान
4113,sarahi,सराही,सर्वावृत्ति
4114,salaahkar,सलाहकार,सीर्ट
4115,salahkaar,सलाहकार,सारा
4116,salahkar,सलाहकार,सुर्ले
4117,saleeb,सलीब,सर्वाधिकार
4118,salib,सलीब,सर्वसमान
4119,select,सलेक्ट,सार्वता
4120,saltanat,सल्तनत,सुलझाने
4121,saltnat,सल्तनत,सुर्वा
4122,savaal,सवाल,साहिका
4123,saval,सवाल,साथे
4124,sawaal,सवाल,साम्यापन
4125,sawal,सवाल,सातियों
4126,sahakalaakar,सहकलाकार,सहना
4127,sahakalakar,सहकलाकार,स्वाभिमान
4128,sahkalakar,सहकलाकार,सहकार
4129,sahadev,सहदेव,सहकार
4130,sahdev,सहदेव,सहना
4131,sahrawat,सहरावत,साहिया
4132,sherawat,सहरावत,शिवालय
4133,sahooliyata,सहूलियत,सहनशील
4134,sahuliyat,सहूलियत,सहना
4135,sahuuliyata,सहूलियत,सहायत
4136,saanketika,सांकेतिक,सांग
4137,sanketik,सांकेतिक,संगीता
4138,saimans,साइमंस,सेंटर्स
4139,simmons,साइमंस,सिंहा
4140,symons,साइमंस,सिंह
4141,saima,साइमा,सैंट
4142,sagarika,सागरिका,साहित
4143,sagrika,सागरिका,साहित्र
4144,saga,सागा,साधन
4145,saajan,साजन,सांगी
4146,sajan,साजन,सात्रावत
4147,saajsajja,साजसज्जा,सामान्य
4148,sajsajja,साजसज्जा,सांझ
4149,saja,साजा,सांग
4150,saathsaath,साथसाथ,साहित
4151,sathsath,साथसाथ,साहित्र
4152,sathiya,साथिया,साहित
4153,saabah,साबाह,साहिका
4154,sabah,साबाह,सामान
4155,samanjasy,सामंजस्य,समाजित
4156,samanjasya,सामंजस्य,समाजार्थ
4157,samoa,सामोआ,समान
4158,samoaa,सामोआ,समाजवादी
4159,saayn,सायं,सांगार
4160,sayan,सायं,सैंडे
4161,saym,सायं,सैक्षिणा
4162,saira,सायरा,संग्रह
4163,sayara,सायरा,संस्थापन
4164,sayra,सायरा,सैंक
4165,salve,साल्वे,सार्वार्थिक
4166,sahab,साहब,सहकार
4167,singapore,सिंगापुर,सिक्रिक
4168,singaar,सिंगार,सिक्स
4169,singar,सिंगार,सिंहला
4170,singer,सिंगार,सिंग
4171,singhaadey,सिंघाड़े,सिंहलाइन
4172,singhade,सिंघाड़े,सिंह
4173,singhde,सिंघाड़े,सिंहला
4174,singhre,सिंघाड़े,सिक्के
4175,singhi,सिंघी,सिक्सिया
4176,singha,सिंहा,सिंहला
4177,sinha,सिंहा,सिंहला
4178,siera,सिएरा,सिंहल
4179,sierra,सिएरा,सिंहला
4180,sikud,सिकुड़,सिंह
4181,signals,सिगनल्स,सिक्के
4182,cigaretton,सिगरेटों,सीएमए
4183,cigretton,सिगरेटों,सीएस
4184,siddhivat,सिद्धवट,सिंहा
4185,siddhvat,सिद्धवट,सिंहा
4186,siddhwat,सिद्धवट,सिंहली
4187,sinabang,सिनाबंग,सिंहला
4188,synapse,सिनेप्स,सिंहलाइन
4189,sipah,सिपाह,सिंहल
4190,sipaha,सिपाह,सिंटीक्स
4191,sipahiyon,सिपाहियों,सिंहा
4192,sipahi,सिपाही,सिंगला
4193,sim,सिम,सिक्कर
4194,simat,सिमट,सिंहा
4195,simatataa,सिमटता,सिल्ड
4196,simatta,सिमटता,सिंहना
4197,simtata,सिमटता,सिंहपुर
4198,simtataa,सिमटता,सिंह
4199,cement,सिमटे,सीआरए
4200,simate,सिमटे,सिक्स
4201,simi,सिमी,सिंह
4202,simmy,सिमी,सिंहल
